time(UTC),T2m,RH,G(h),Gb(n),Gd(h),IR(h),WS10m,WD10m,SP
20181119:0200,3.13,88.7,0.0,-0.0,0.0,275.75,4.48,62.0,102180.0
20181119:0300,3.57,85.45,0.0,-0.0,0.0,280.6,4.48,60.0,102120.0
20181119:0400,4.07,82.3,0.0,-0.0,0.0,290.5,4.62,58.0,102080.0
20181119:0500,4.37,82.3,0.0,-0.0,0.0,297.25,4.48,54.0,102040.0
20181119:0600,4.82,82.35,0.0,-0.0,0.0,326.65,4.97,51.0,102000.0
20181119:0700,4.97,82.4,0.0,-0.0,0.0,330.15,4.97,53.0,101960.0
20181119:0800,5.09,79.35,51.0,39.7,46.0,326.1,4.97,51.0,101920.0
20181119:0900,5.38,79.35,98.0,30.61,91.0,312.75,4.62,47.0,101880.0
20181119:1000,5.77,76.5,131.0,30.18,122.0,289.3,6.62,52.0,101820.0
20181119:1100,6.16,73.7,151.0,33.36,140.0,274.6,7.66,59.0,101750.0
20181119:1200,6.45,73.8,73.0,0.0,73.0,274.8,6.21,57.0,101650.0
20181119:1300,6.13,73.7,76.0,0.0,76.0,275.0,5.86,55.0,101550.0
20181119:1400,5.93,70.95,36.0,0.0,36.0,278.65,5.59,53.0,101470.0
20181119:1500,5.4,76.4,35.0,122.36,26.0,258.15,5.72,55.0,101430.0
20181119:1600,4.61,76.3,0.0,-0.0,0.0,254.85,5.66,55.0,101420.0
20181119:1700,4.09,79.2,0.0,-0.0,0.0,252.15,5.79,55.0,101390.0
20181119:1800,3.71,79.15,0.0,-0.0,0.0,245.0,6.07,56.0,101350.0
20181119:1900,3.73,76.15,0.0,-0.0,0.0,255.65,6.28,58.0,101290.0
20181119:2000,3.44,76.15,0.0,-0.0,0.0,251.2,6.28,60.0,101260.0
20181119:2100,3.43,73.3,0.0,-0.0,0.0,277.7,6.34,61.0,101230.0
20181119:2200,3.59,73.3,0.0,-0.0,0.0,300.55,6.34,61.0,101220.0
20181119:2300,3.81,73.3,0.0,-0.0,0.0,319.1,6.34,63.0,101180.0
20181120:0000,3.84,70.5,0.0,-0.0,0.0,314.3,6.21,65.0,101140.0
20181120:0100,3.77,70.5,0.0,-0.0,0.0,312.65,6.07,66.0,101090.0
20181120:0200,3.53,67.8,0.0,-0.0,0.0,305.95,5.93,66.0,101040.0
20181120:0300,3.32,70.4,0.0,-0.0,0.0,311.55,6.07,66.0,100990.0
20181120:0400,3.01,67.7,0.0,-0.0,0.0,307.3,6.14,65.0,100920.0
20181120:0500,2.78,70.3,0.0,-0.0,0.0,308.65,6.28,66.0,100880.0
20181120:0600,2.64,70.3,0.0,-0.0,0.0,308.3,6.21,66.0,100850.0
20181120:0700,3.08,73.2,0.0,-0.0,0.0,307.9,5.66,73.0,100740.0
20181120:0800,3.16,73.2,40.0,8.2,39.0,309.85,5.66,73.0,100690.0
20181120:0900,3.38,70.5,46.0,0.0,46.0,307.9,5.03,69.0,100670.0
20181120:1000,3.82,70.5,54.0,0.0,54.0,302.85,6.97,80.0,100670.0
20181120:1100,4.41,62.95,56.0,0.0,56.0,288.55,7.1,90.0,100650.0
20181120:1200,4.76,62.95,62.0,0.0,62.0,307.1,6.21,88.0,100570.0
20181120:1300,5.18,60.65,39.0,0.0,39.0,311.2,5.45,84.0,100550.0
20181120:1400,5.28,63.05,28.0,0.0,28.0,312.15,4.97,78.0,100530.0
20181120:1500,5.07,63.05,22.0,14.15,21.0,308.1,5.24,74.0,100490.0
20181120:1600,4.81,65.4,0.0,-0.0,0.0,300.75,5.24,75.0,100490.0
20181120:1700,4.66,68.0,0.0,-0.0,0.0,295.3,5.17,77.0,100490.0
20181120:1800,4.35,70.6,0.0,-0.0,0.0,280.8,5.03,81.0,100500.0
20181120:1900,3.48,76.15,0.0,-0.0,0.0,277.3,4.14,88.0,100410.0
20181120:2000,2.93,79.1,0.0,-0.0,0.0,256.2,3.86,95.0,100460.0
20181120:2100,2.53,82.15,0.0,-0.0,0.0,256.6,3.86,105.0,100500.0
20181120:2200,2.32,85.3,0.0,-0.0,0.0,252.55,3.79,114.0,100590.0
20181120:2300,2.31,85.3,0.0,-0.0,0.0,257.95,3.79,123.0,100630.0
20181121:0000,2.13,85.3,0.0,-0.0,0.0,252.35,3.45,127.0,100680.0
20181121:0100,1.73,88.6,0.0,-0.0,0.0,245.1,3.03,128.0,100710.0
20181121:0200,1.42,85.25,0.0,-0.0,0.0,245.2,2.69,130.0,100800.0
20181121:0300,1.82,88.6,0.0,-0.0,0.0,280.6,2.41,129.0,100870.0
20181121:0400,2.12,88.65,0.0,-0.0,0.0,292.6,2.07,119.0,100940.0
20181121:0500,2.12,92.1,0.0,-0.0,0.0,294.15,2.07,100.0,101040.0
20181121:0600,1.9,92.1,0.0,-0.0,0.0,279.85,2.34,90.0,101090.0
20181121:0700,1.98,95.65,0.0,-0.0,0.0,281.75,2.0,94.0,101120.0
20181121:0800,2.07,95.65,84.0,389.8,38.0,273.85,1.93,91.0,101210.0
20181121:0900,3.15,92.15,182.0,502.85,71.0,274.05,1.66,90.0,101290.0
20181121:1000,4.4,85.55,230.0,399.5,114.0,280.6,1.79,89.0,101370.0
20181121:1100,5.4,82.5,270.0,474.96,117.0,284.3,1.86,87.0,101430.0
20181121:1200,6.03,79.5,148.0,41.42,135.0,272.85,1.93,80.0,101430.0
20181121:1300,6.49,76.65,151.0,112.71,121.0,269.95,2.21,75.0,101440.0
20181121:1400,6.45,76.65,72.0,27.43,67.0,280.8,2.41,74.0,101470.0
20181121:1500,5.89,82.5,26.0,58.94,22.0,285.45,2.07,63.0,101510.0
20181121:1600,4.94,82.4,0.0,-0.0,0.0,291.05,2.28,58.0,101540.0
20181121:1700,4.24,85.5,0.0,-0.0,0.0,287.75,2.28,60.0,101590.0
20181121:1800,3.85,85.45,0.0,-0.0,0.0,289.7,2.21,65.0,101630.0
20181121:1900,3.77,85.45,0.0,-0.0,0.0,297.05,2.07,64.0,101610.0
20181121:2000,3.7,85.45,0.0,-0.0,0.0,303.25,2.14,63.0,101640.0
20181121:2100,3.46,85.45,0.0,-0.0,0.0,298.05,2.0,60.0,101640.0
20181121:2200,3.31,88.7,0.0,-0.0,0.0,303.05,2.07,60.0,101670.0
20181121:2300,2.88,88.7,0.0,-0.0,0.0,289.5,2.28,68.0,101660.0
20181122:0000,2.3,92.1,0.0,-0.0,0.0,274.4,2.34,76.0,101670.0
20181122:0100,1.45,92.05,0.0,-0.0,0.0,249.35,2.34,82.0,101670.0
20181122:0200,0.94,95.65,0.0,-0.0,0.0,251.0,2.28,86.0,101680.0
20181122:0300,0.73,95.65,0.0,-0.0,0.0,258.95,2.28,89.0,101680.0
20181122:0400,0.41,95.65,0.0,-0.0,0.0,252.15,2.34,91.0,101670.0
20181122:0500,0.43,95.65,0.0,-0.0,0.0,266.1,2.07,93.0,101670.0
20181122:0600,0.39,95.65,0.0,-0.0,0.0,271.5,1.86,93.0,101670.0
20181122:0700,-0.38,95.6,0.0,-0.0,0.0,243.85,2.0,93.0,101660.0
20181122:0800,-0.23,99.4,47.0,43.81,42.0,250.6,1.79,92.0,101680.0
20181122:0900,1.16,95.65,129.0,152.17,96.0,250.8,1.79,94.0,101700.0
20181122:1000,2.61,88.65,189.0,205.89,130.0,248.5,1.86,100.0,101700.0
20181122:1100,3.88,85.45,261.0,439.62,121.0,250.8,1.86,109.0,101710.0
20181122:1200,4.92,79.35,221.0,264.17,139.0,252.75,1.93,106.0,101680.0
20181122:1300,5.68,76.5,235.0,635.13,68.0,260.3,2.07,102.0,101620.0
20181122:1400,5.93,76.55,117.0,239.82,74.0,255.05,2.14,103.0,101630.0
20181122:1500,5.43,79.4,35.0,214.79,21.0,254.85,1.86,97.0,101650.0
20181122:1600,4.01,85.5,0.0,-0.0,0.0,245.4,2.41,91.0,101640.0
20181122:1700,3.11,88.7,0.0,-0.0,0.0,245.6,2.55,91.0,101650.0
20181122:1800,2.6,92.15,0.0,-0.0,0.0,246.75,2.62,95.0,101640.0
20181122:1900,2.72,92.15,0.0,-0.0,0.0,276.55,2.21,91.0,101640.0
20181122:2000,2.65,92.15,0.0,-0.0,0.0,282.95,2.21,97.0,101630.0
20181122:2100,2.27,95.65,0.0,-0.0,0.0,267.85,2.14,108.0,101620.0
20181122:2200,2.03,95.65,0.0,-0.0,0.0,267.65,2.07,114.0,101630.0
20181122:2300,1.83,99.4,0.0,-0.0,0.0,272.1,1.86,112.0,101610.0
20181123:0000,1.43,95.65,0.0,-0.0,0.0,265.7,1.86,111.0,101650.0
20181123:0100,1.12,99.35,0.0,-0.0,0.0,267.95,1.79,113.0,101630.0
20181123:0200,0.89,95.65,0.0,-0.0,0.0,263.75,2.07,111.0,101630.0
20181123:0300,0.88,95.65,0.0,-0.0,0.0,260.3,2.34,108.0,101590.0
20181123:0400,0.98,95.65,0.0,-0.0,0.0,258.35,2.34,112.0,101580.0
20181123:0500,1.01,95.65,0.0,-0.0,0.0,258.95,2.28,116.0,101570.0
20181123:0600,1.27,99.35,0.0,-0.0,0.0,271.3,2.28,115.0,101550.0
20181123:0700,1.16,99.35,0.0,-0.0,0.0,260.1,2.34,117.0,101530.0
20181123:0800,1.52,95.65,65.0,208.44,42.0,269.4,2.07,127.0,101560.0
20181123:0900,2.85,92.15,81.0,18.77,77.0,267.65,1.66,126.0,101560.0
20181123:1000,5.12,85.6,141.0,60.11,124.0,272.3,1.79,125.0,101540.0
20181123:1100,6.68,79.55,296.0,708.2,73.0,276.35,2.0,124.0,101480.0
20181123:1200,7.89,76.8,285.0,690.49,73.0,272.65,2.07,121.0,101430.0
20181123:1300,8.57,76.85,231.0,635.07,66.0,272.65,2.14,113.0,101370.0
20181123:1400,8.76,79.75,114.0,243.7,71.0,269.0,2.0,103.0,101310.0
20181123:1500,7.84,82.7,35.0,255.53,19.0,268.6,2.14,88.0,101280.0
20181123:1600,6.23,88.95,0.0,-0.0,0.0,265.1,2.55,87.0,101250.0
20181123:1700,5.25,92.25,0.0,-0.0,0.0,262.8,2.55,90.0,101240.0
20181123:1800,4.54,92.25,0.0,-0.0,0.0,261.05,2.48,92.0,101220.0
20181123:1900,4.6,88.85,0.0,-0.0,0.0,266.5,2.76,82.0,101100.0
20181123:2000,4.09,88.8,0.0,-0.0,0.0,259.9,2.55,91.0,101070.0
20181123:2100,3.68,92.15,0.0,-0.0,0.0,266.5,2.48,95.0,101030.0
20181123:2200,3.29,92.15,0.0,-0.0,0.0,268.8,2.41,88.0,101010.0
20181123:2300,3.07,92.15,0.0,-0.0,0.0,276.55,2.34,88.0,100980.0
20181124:0000,2.87,92.15,0.0,-0.0,0.0,277.5,2.28,92.0,100950.0
20181124:0100,2.64,92.15,0.0,-0.0,0.0,278.8,2.14,87.0,100920.0
20181124:0200,2.39,92.15,0.0,-0.0,0.0,277.5,2.21,85.0,100910.0
20181124:0300,2.22,95.65,0.0,-0.0,0.0,275.95,2.34,86.0,100880.0
20181124:0400,2.26,95.65,0.0,-0.0,0.0,282.75,2.34,89.0,100880.0
20181124:0500,2.21,95.65,0.0,-0.0,0.0,281.6,2.41,89.0,100850.0
20181124:0600,2.2,95.65,0.0,-0.0,0.0,281.95,2.34,94.0,100860.0
20181124:0700,2.73,92.15,0.0,-0.0,0.0,293.55,2.21,84.0,100750.0
20181124:0800,2.74,92.15,24.0,0.0,24.0,293.4,2.07,75.0,100750.0
20181124:0900,3.34,92.15,102.0,66.87,88.0,301.1,1.86,80.0,100790.0
20181124:1000,3.47,92.15,80.0,0.0,80.0,308.3,1.79,79.0,100780.0
20181124:1100,4.15,92.2,158.0,64.23,138.0,308.65,1.52,77.0,100790.0
20181124:1200,4.92,88.85,202.0,207.4,139.0,313.3,1.38,69.0,100750.0
20181124:1300,5.7,88.9,192.0,346.58,103.0,299.2,1.52,59.0,100750.0
20181124:1400,5.89,88.9,91.0,109.38,72.0,320.5,2.0,58.0,100760.0
20181124:1500,5.47,88.9,14.0,0.0,14.0,328.2,1.79,52.0,100780.0
20181124:1600,5.1,92.25,0.0,-0.0,0.0,335.2,1.86,52.0,100780.0
20181124:1700,4.81,95.75,0.0,-0.0,0.0,331.3,1.79,54.0,100820.0
20181124:1800,4.65,95.75,0.0,-0.0,0.0,332.85,1.66,50.0,100840.0
20181124:1900,3.99,95.75,0.0,-0.0,0.0,315.45,1.72,69.0,100950.0
20181124:2000,4.0,95.75,0.0,-0.0,0.0,328.2,1.66,62.0,100950.0
20181124:2100,3.84,95.7,0.0,-0.0,0.0,323.95,1.79,52.0,100960.0
20181124:2200,3.8,95.7,0.0,-0.0,0.0,329.55,1.72,47.0,100940.0
20181124:2300,3.66,95.7,0.0,-0.0,0.0,324.75,1.66,49.0,100960.0
20181125:0000,3.57,95.7,0.0,-0.0,0.0,326.1,1.72,48.0,100960.0
20181125:0100,3.55,95.7,0.0,-0.0,0.0,329.7,1.72,47.0,100960.0
20181125:0200,3.34,99.4,0.0,-0.0,0.0,321.45,2.07,49.0,100930.0
20181125:0300,3.27,95.7,0.0,-0.0,0.0,325.9,2.21,48.0,100930.0
20181125:0400,3.08,95.7,0.0,-0.0,0.0,322.2,2.34,47.0,100900.0
20181125:0500,2.92,95.7,0.0,-0.0,0.0,319.7,2.28,54.0,100910.0
20181125:0600,2.89,92.15,0.0,-0.0,0.0,324.15,2.41,53.0,100900.0
20181125:0700,3.22,95.7,0.0,-0.0,0.0,327.45,2.55,52.0,100890.0
20181125:0800,3.24,95.7,69.0,339.92,34.0,327.05,2.83,50.0,100900.0
20181125:0900,3.42,92.15,112.0,111.8,89.0,325.7,3.31,52.0,100900.0
20181125:1000,3.63,92.15,113.0,21.77,107.0,327.45,3.45,56.0,100910.0
20181125:1100,3.83,92.15,144.0,42.21,131.0,325.7,3.52,63.0,100920.0
20181125:1200,4.06,88.8,145.0,49.9,130.0,325.7,3.45,64.0,100900.0
20181125:1300,4.26,88.8,77.0,3.94,76.0,329.75,3.52,59.0,100850.0
20181125:1400,4.4,85.55,27.0,0.0,27.0,330.55,3.52,55.0,100830.0
20181125:1500,4.44,85.55,7.0,0.0,7.0,325.5,3.24,51.0,100810.0
20181125:1600,4.34,88.8,0.0,-0.0,0.0,329.95,3.17,49.0,100830.0
20181125:1700,4.24,92.2,0.0,-0.0,0.0,329.55,3.31,48.0,100820.0
20181125:1800,4.21,92.2,0.0,-0.0,0.0,330.75,3.38,49.0,100810.0
20181125:1900,3.67,92.15,0.0,-0.0,0.0,328.05,3.24,43.0,100770.0
20181125:2000,3.68,92.15,0.0,-0.0,0.0,327.25,3.17,46.0,100770.0
20181125:2100,3.75,92.15,0.0,-0.0,0.0,328.8,3.03,49.0,100800.0
20181125:2200,3.86,95.7,0.0,-0.0,0.0,328.8,3.17,48.0,100780.0
20181125:2300,4.0,92.2,0.0,-0.0,0.0,329.95,2.97,45.0,100780.0
20181126:0000,4.11,92.2,0.0,-0.0,0.0,328.2,3.03,45.0,100750.0
20181126:0100,4.24,95.75,0.0,-0.0,0.0,328.9,2.97,45.0,100740.0
20181126:0200,4.41,92.25,0.0,-0.0,0.0,329.95,2.97,47.0,100740.0
20181126:0300,4.56,92.25,0.0,-0.0,0.0,332.3,2.97,50.0,100740.0
20181126:0400,4.62,95.75,0.0,-0.0,0.0,332.65,3.03,56.0,100730.0
20181126:0500,4.69,95.75,0.0,-0.0,0.0,333.25,3.1,63.0,100730.0
20181126:0600,4.71,95.75,0.0,-0.0,0.0,329.2,3.1,67.0,100730.0
20181126:0700,4.72,95.75,0.0,-0.0,0.0,332.85,2.69,65.0,100760.0
20181126:0800,4.82,95.75,7.0,0.0,7.0,328.4,2.48,60.0,100800.0
20181126:0900,5.1,95.75,26.0,0.0,26.0,326.85,2.69,59.0,100890.0
20181126:1000,5.47,92.3,76.0,0.0,76.0,326.85,3.17,64.0,100940.0
20181126:1100,5.84,92.3,131.0,26.25,123.0,331.3,3.1,68.0,100960.0
20181126:1200,6.16,92.3,84.0,0.0,84.0,333.45,2.9,68.0,100940.0
20181126:1300,6.31,92.3,103.0,23.9,97.0,335.4,2.55,65.0,100930.0
20181126:1400,6.35,92.3,72.0,41.53,65.0,333.05,2.28,58.0,100990.0
20181126:1500,6.17,92.3,9.0,0.0,9.0,330.95,2.28,50.0,101000.0
20181126:1600,5.81,95.75,0.0,-0.0,0.0,332.65,2.41,50.0,101060.0
20181126:1700,5.53,92.3,0.0,-0.0,0.0,331.7,2.55,53.0,101120.0
20181126:1800,5.28,95.75,0.0,-0.0,0.0,333.05,2.62,53.0,101160.0
20181126:1900,5.13,95.75,0.0,-0.0,0.0,334.2,2.0,36.0,101250.0
20181126:2000,4.95,95.75,0.0,-0.0,0.0,334.0,2.0,38.0,101300.0
20181126:2100,4.74,95.75,0.0,-0.0,0.0,332.85,2.0,41.0,101350.0
20181126:2200,4.5,95.75,0.0,-0.0,0.0,330.15,1.93,42.0,101390.0
20181126:2300,4.32,95.75,0.0,-0.0,0.0,331.3,1.86,46.0,101430.0
20181127:0000,4.11,92.2,0.0,-0.0,0.0,328.8,1.79,51.0,101450.0
20181127:0100,3.92,92.2,0.0,-0.0,0.0,325.6,1.66,52.0,101470.0
20181127:0200,3.75,95.7,0.0,-0.0,0.0,323.95,1.52,54.0,101490.0
20181127:0300,3.63,95.7,0.0,-0.0,0.0,323.75,1.52,58.0,101520.0
20181127:0400,3.48,92.15,0.0,-0.0,0.0,321.05,1.38,59.0,101510.0
20181127:0500,3.44,92.15,0.0,-0.0,0.0,322.6,1.1,57.0,101570.0
20181127:0600,3.32,95.7,0.0,-0.0,0.0,317.4,1.1,55.0,101600.0
20181127:0700,3.28,95.7,0.0,-0.0,0.0,315.05,1.1,60.0,101660.0
20181127:0800,3.28,95.7,22.0,0.0,22.0,315.05,1.38,70.0,101700.0
20181127:0900,3.53,92.15,50.0,0.0,50.0,299.55,2.21,88.0,101700.0
20181127:1000,4.23,88.8,69.0,0.0,69.0,293.4,1.79,114.0,101720.0
20181127:1100,5.18,79.35,56.0,0.0,56.0,300.15,1.66,166.0,101770.0
20181127:1200,5.6,76.5,72.0,0.0,72.0,323.95,1.86,171.0,101740.0
20181127:1300,5.66,79.4,186.0,354.26,98.0,330.75,1.79,161.0,101730.0
20181127:1400,5.88,79.4,104.0,216.64,68.0,328.6,1.86,142.0,101730.0
20181127:1500,5.64,79.4,14.0,18.69,13.0,321.45,2.21,130.0,101710.0
20181127:1600,5.33,82.4,0.0,-0.0,0.0,322.0,2.34,140.0,101740.0
20181127:1700,5.21,82.4,0.0,-0.0,0.0,323.0,2.62,133.0,101730.0
20181127:1800,5.1,82.4,0.0,-0.0,0.0,319.3,2.97,133.0,101690.0
20181127:1900,5.01,85.6,0.0,-0.0,0.0,310.6,3.24,142.0,101690.0
20181127:2000,5.3,85.6,0.0,-0.0,0.0,316.4,3.66,148.0,101660.0
20181127:2100,5.54,79.4,0.0,-0.0,0.0,313.3,4.07,152.0,101630.0
20181127:2200,5.69,79.4,0.0,-0.0,0.0,312.35,4.41,153.0,101600.0
20181127:2300,5.86,79.4,0.0,-0.0,0.0,319.3,4.62,154.0,101580.0
20181128:0000,5.87,79.4,0.0,-0.0,0.0,318.15,4.76,158.0,101530.0
20181128:0100,5.96,79.5,0.0,-0.0,0.0,328.5,4.9,159.0,101470.0
20181128:0200,5.86,85.65,0.0,-0.0,0.0,334.05,5.1,161.0,101440.0
20181128:0300,5.99,85.7,0.0,-0.0,0.0,336.35,5.24,161.0,101440.0
20181128:0400,6.09,85.7,0.0,-0.0,0.0,337.1,5.17,161.0,101400.0
20181128:0500,6.21,85.7,0.0,-0.0,0.0,336.95,4.97,164.0,101420.0
20181128:0600,6.37,88.95,0.0,-0.0,0.0,338.3,4.76,167.0,101410.0
20181128:0700,6.61,85.75,0.0,-0.0,0.0,339.85,4.55,168.0,101420.0
20181128:0800,6.78,89.0,16.0,0.0,16.0,334.0,4.69,169.0,101440.0
20181128:0900,7.06,85.8,53.0,0.0,53.0,330.75,4.83,169.0,101430.0
20181128:1000,7.48,85.85,74.0,0.0,74.0,333.45,5.03,170.0,101430.0
20181128:1100,7.86,85.85,128.0,30.15,119.0,335.95,5.31,169.0,101390.0
20181128:1200,7.83,89.05,61.0,0.0,61.0,344.3,5.31,169.0,101340.0
20181128:1300,7.96,89.1,26.0,0.0,26.0,348.35,5.17,170.0,101300.0
20181128:1400,8.09,92.4,34.0,0.0,34.0,350.3,5.03,173.0,101280.0
20181128:1500,8.43,92.4,7.0,0.0,7.0,351.25,4.97,176.0,101280.0
20181128:1600,8.88,99.4,0.0,-0.0,0.0,353.75,5.03,176.0,101250.0
20181128:1700,9.46,95.85,0.0,-0.0,0.0,351.65,5.03,180.0,101270.0
20181128:1800,9.91,95.85,0.0,-0.0,0.0,344.5,5.17,181.0,101240.0
20181128:1900,9.91,95.85,0.0,-0.0,0.0,356.5,5.72,182.0,101230.0
20181128:2000,10.28,92.5,0.0,-0.0,0.0,352.0,5.79,188.0,101230.0
20181128:2100,10.49,89.25,0.0,-0.0,0.0,359.55,5.93,192.0,101200.0
20181128:2200,10.58,86.05,0.0,-0.0,0.0,361.9,5.93,194.0,101210.0
20181128:2300,10.55,86.05,0.0,-0.0,0.0,355.3,5.93,194.0,101190.0
20181129:0000,10.52,86.05,0.0,-0.0,0.0,352.6,5.93,195.0,101170.0
20181129:0100,10.56,86.05,0.0,-0.0,0.0,360.05,5.72,197.0,101160.0
20181129:0200,10.55,86.05,0.0,-0.0,0.0,358.4,5.59,196.0,101150.0
20181129:0300,10.63,86.05,0.0,-0.0,0.0,361.1,5.52,195.0,101120.0
20181129:0400,10.74,83.0,0.0,-0.0,0.0,360.95,5.45,191.0,101040.0
20181129:0500,10.94,83.0,0.0,-0.0,0.0,361.1,5.86,190.0,101010.0
20181129:0600,11.12,77.2,0.0,-0.0,0.0,356.65,6.55,193.0,100980.0
20181129:0700,10.59,80.05,0.0,-0.0,0.0,347.55,5.79,180.0,100960.0
20181129:0800,10.15,86.0,16.0,0.0,16.0,349.9,5.79,180.0,100930.0
20181129:0900,9.98,86.0,64.0,10.41,62.0,350.65,5.79,175.0,100890.0
20181129:1000,9.94,89.15,54.0,0.0,54.0,346.8,5.93,166.0,100800.0
20181129:1100,10.11,82.95,61.0,0.0,61.0,342.35,6.14,167.0,100690.0
20181129:1200,10.56,77.15,77.0,0.0,77.0,339.85,6.14,171.0,100640.0
20181129:1300,10.94,77.15,166.0,271.18,100.0,340.2,6.34,175.0,100540.0
20181129:1400,11.81,69.25,52.0,12.37,50.0,314.1,6.34,189.0,100520.0
20181129:1500,12.09,66.85,13.0,20.15,12.0,306.15,6.07,194.0,100500.0
20181129:1600,11.96,66.85,0.0,-0.0,0.0,314.1,5.59,194.0,100520.0
20181129:1700,12.12,66.85,0.0,-0.0,0.0,336.95,5.31,194.0,100560.0
20181129:1800,12.43,69.35,0.0,-0.0,0.0,356.1,5.31,195.0,100570.0
20181129:1900,11.7,74.55,0.0,-0.0,0.0,339.45,5.17,193.0,100560.0
20181129:2000,11.73,74.55,0.0,-0.0,0.0,336.75,5.03,195.0,100580.0
20181129:2100,11.56,74.55,0.0,-0.0,0.0,327.85,4.97,196.0,100570.0
20181129:2200,11.27,77.2,0.0,-0.0,0.0,315.05,5.17,198.0,100610.0
20181129:2300,11.04,80.1,0.0,-0.0,0.0,308.3,5.1,203.0,100600.0
20181130:0000,11.01,80.1,0.0,-0.0,0.0,320.3,4.97,208.0,100610.0
20181130:0100,10.89,83.0,0.0,-0.0,0.0,326.8,4.83,210.0,100590.0
20181130:0200,10.67,83.0,0.0,-0.0,0.0,325.5,4.69,210.0,100630.0
20181130:0300,10.39,86.0,0.0,-0.0,0.0,320.3,4.69,209.0,100630.0
20181130:0400,9.92,85.95,0.0,-0.0,0.0,300.75,4.69,209.0,100630.0
20181130:0500,9.6,85.95,0.0,-0.0,0.0,298.2,4.76,210.0,100640.0
20181130:0600,9.26,89.1,0.0,-0.0,0.0,293.2,4.69,210.0,100660.0
20181130:0700,8.94,85.95,0.0,-0.0,0.0,285.05,4.76,202.0,100700.0
20181130:0800,8.85,89.1,59.0,395.76,25.0,287.95,4.9,204.0,100750.0
20181130:0900,9.33,89.1,146.0,434.16,64.0,286.4,4.97,207.0,100790.0
20181130:1000,10.05,82.95,194.0,343.12,105.0,284.5,4.41,207.0,100780.0
20181130:1100,10.75,83.0,99.0,3.42,98.0,281.95,4.97,212.0,100790.0
20181130:1200,11.24,77.2,115.0,17.46,110.0,291.45,5.79,224.0,100770.0
20181130:1300,11.44,77.2,180.0,352.64,95.0,289.5,5.17,227.0,100760.0
20181130:1400,11.16,74.45,28.0,0.0,28.0,292.2,4.48,226.0,100790.0
20181130:1500,10.63,77.15,17.0,62.66,14.0,299.95,4.14,226.0,100830.0
20181130:1600,9.22,81.99,0.0,-0.0,0.0,294.87,3.86,220.0,100870.0
20181130:1700,9.0,82.76,0.0,-0.0,0.0,294.53,3.86,218.0,100920.0
20181130:1800,8.79,83.53,0.0,-0.0,0.0,294.19,3.87,220.0,100950.0
20181130:1900,8.57,84.3,0.0,-0.0,0.0,293.85,3.87,219.0,101030.0
20181130:2000,8.36,85.07,0.0,-0.0,0.0,293.51,3.87,220.0,101070.0
20181130:2100,8.14,85.84,0.0,-0.0,0.0,293.16,3.88,219.0,101080.0
20181130:2200,7.93,86.62,0.0,-0.0,0.0,292.82,3.88,216.0,101080.0
20181130:2300,7.71,87.39,0.0,-0.0,0.0,292.48,3.89,216.0,101090.0
20181201:0000,7.49,88.16,0.0,-0.0,0.0,292.14,3.89,217.0,101110.0
20181201:0100,7.28,88.93,0.0,-0.0,0.0,291.8,3.89,217.0,101110.0
20181201:0200,7.06,89.7,0.0,-0.0,0.0,291.45,3.9,217.0,101120.0
20181201:0300,6.85,90.47,0.0,-0.0,0.0,291.11,3.9,216.0,101110.0
20181201:0400,6.63,91.24,0.0,-0.0,0.0,290.77,3.91,214.0,101080.0
20181201:0500,6.42,92.01,0.0,-0.0,0.0,290.43,3.91,207.0,101090.0
20181201:0600,6.2,92.78,0.0,-0.0,0.0,290.09,3.91,203.0,101060.0
20181201:0700,5.99,93.56,0.0,-0.0,0.0,289.75,3.92,193.0,101060.0
20181201:0800,5.89,92.3,53.0,326.27,26.0,279.05,4.0,192.0,101060.0
20181201:0900,6.51,85.75,52.0,0.0,52.0,285.05,4.41,190.0,101050.0
20181201:1000,7.32,85.8,146.0,116.99,116.0,294.55,4.28,184.0,101000.0
20181201:1100,7.97,79.75,58.0,0.0,58.0,303.65,4.62,183.0,100920.0
20181201:1200,8.43,82.75,50.0,0.0,50.0,306.55,4.69,183.0,100850.0
20181201:1300,8.55,82.75,56.0,0.0,56.0,312.55,5.93,187.0,100720.0
20181201:1400,8.54,85.9,19.0,0.0,19.0,306.95,6.14,182.0,100630.0
20181201:1500,8.34,89.1,16.0,43.25,14.0,329.0,6.41,182.0,100530.0
20181201:1600,8.57,89.1,0.0,-0.0,0.0,344.1,6.76,186.0,100460.0
20181201:1700,8.81,92.4,0.0,-0.0,0.0,347.2,7.03,188.0,100380.0
20181201:1800,9.08,92.45,0.0,-0.0,0.0,350.3,6.9,192.0,100290.0
20181201:1900,9.43,95.85,0.0,-0.0,0.0,351.85,6.41,197.0,100250.0
20181201:2000,9.74,92.45,0.0,-0.0,0.0,355.3,6.14,196.0,100200.0
20181201:2100,9.98,92.5,0.0,-0.0,0.0,357.05,5.93,196.0,100140.0
20181201:2200,10.06,95.9,0.0,-0.0,0.0,358.4,5.66,197.0,100120.0
20181201:2300,10.14,95.9,0.0,-0.0,0.0,359.2,5.45,197.0,100070.0
20181202:0000,10.24,95.9,0.0,-0.0,0.0,360.55,5.24,193.0,100030.0
20181202:0100,10.28,99.4,0.0,-0.0,0.0,360.25,5.17,193.0,99930.0
